orientation_roll,orientation_pitch,orientation_yaw,offset_x,offset_y,offset_z,approach_dir_x,approach_dir_y,approach_dir_z,approach_distance,label,object_type
-3.1406325652795024,0.006983140341883705,-2.3557687124738083,0.0,0.0,0.0,0.6313864702597708,0.07537688442211055,0.7717962493221403,0.4,1,Box
-3.1395784138887803,-0.0033874428501635204,-2.1586521521130373,0.0,0.0,0.0,0.11788759950737422,0.12562814070351755,0.9850482648813539,0.4000000000000001,1,Box
3.1380294823484176,-0.002810673096749073,2.402129259091884,0.0,0.0,0.0,0.5209230028355339,-0.4773869346733668,0.7076305107328096,0.4,1,Box
3.1377241003342244,-0.0008169561734684056,2.888337800498032,0.0,0.0,0.0,0.5194743030160943,-0.13567839195979903,0.8436455549940071,0.4,1,Box
-3.140889734972287,0.0006793054920873914,-2.2086395539940913,0.0,0.0,0.0,0.7072033259830923,0.49748743718592975,0.5023641165137372,0.4,1,Box
-3.1409114338613406,-0.005258796192588123,-1.6426256458908794,0.0,0.0,0.0,0.0322187036867989,0.46733668341708545,0.88349215020025,0.4,1,Box
-3.141433403500229,-0.0032326576504938414,1.4035311828778527,0.0,0.0,0.0,-0.01458087003465913,-0.085427135678392,0.9962377239990553,0.4000000000000001,1,Box
3.1405835610721757,-0.005058715076736447,1.7166282903042895,0.0,0.0,0.0,0.06145929427006669,-0.42713567839195976,0.9020963736721624,0.4,1,Box
3.1382608369191525,-0.0012563061671669708,2.6642977545705837,0.0,0.0,0.0,0.7646603578555468,-0.39698492462311563,0.5076391501314751,0.4000000000000001,0,Box
3.1378644321659617,-0.0010837206391372321,2.7650288697248495,0.0,0.0,0.0,0.6698312279506865,-0.2663316582914572,0.6931043022906421,0.40000000000000013,0,Box
-3.1412164085318732,-0.006808008501557758,-1.541014609100385,0.0,0.0,0.0,-0.027148855722819012,0.8090452261306533,0.5871190353822141,0.4,1,Box
3.141529527604605,0.004441849208833089,-2.2810130536113267,0.0,0.0,0.0,0.8564020119359347,0.36683417085427145,0.3633294442317365,0.4,0,Box
-3.137626241437779,-0.004325068801466454,0.8272259076453902,0.0,0.0,0.0,-0.6187722730615433,-0.6683417085427136,0.41284408038926473,0.4,0,Box
-3.1413773183026077,-0.007186994709585775,1.452141700131997,0.0,0.0,0.0,-0.10462069491210021,-0.8492462311557789,0.5175281142738186,0.4,1,Box
3.138711975853673,-0.00455154638777486,2.042213381199488,0.0,0.0,0.0,0.3482534588286604,-0.6884422110552764,0.6362128971116484,0.4,1,Box
-3.139934649860996,-0.0014554469942227666,0.3709610325303645,0.0,0.0,0.0,-0.6353839238063133,-0.24623115577889454,0.7318862529739734,0.4,1,Box
3.139079722209434,-0.0001842689305068323,2.935179198815631,0.0,0.0,0.0,0.8837511743868903,-0.18592964824120603,0.4294345441096856,0.4,0,Box
3.138045222122228,-0.002912025364734165,2.4057393144411097,0.0,0.0,0.0,0.38090014851795984,-0.34673366834170866,0.8571410852930212,0.39999999999999997,1,Box
-3.1405495012249744,-5.9836429710628226e-05,-2.2093479375024097,0.0,0.0,0.0,0.4425245181510885,0.20603015075376888,0.8727677971920861,0.4,1,Box
3.13963847928402,-0.006242617546474373,1.7468770936833395,0.0,0.0,0.0,0.1568122751537319,-0.8994974874371859,0.40781635628711593,0.4,1,Box
3.1407240234101192,-0.0035935094686217204,-1.2216493112335094,0.0,0.0,0.0,-0.09389636245038212,0.2562814070351759,0.9620308277423635,0.4,1,Box
3.133968926773584,0.0005633419069957004,2.3494715581311088,0.0,0.0,0.0,0.596961130131965,-0.6080402010050252,0.5233779925382186,0.4000000000000001,1,Box
-3.1400752099536047,-0.005700899571057472,-1.755529706211953,0.0,0.0,0.0,0.1244407037794219,0.6783919597989949,0.7240848431799696,0.4,1,Box
3.1390614575004103,-0.0038533598901637337,-0.8763347767665974,0.0,0.0,0.0,-0.43262566393399243,0.5175879396984925,0.7381989972794206,0.4,1,Box
-3.139600733290864,-0.0027284379445858594,0.7065647473617868,0.0,0.0,0.0,-0.4428775827665297,-0.3768844221105528,0.8135217139408575,0.4,1,Box
-3.1390690360422617,-0.004541858559965768,-1.9768026695110468,0.0,0.0,0.0,0.3238291789806651,0.7587939698492463,0.5651250960284188,0.4,1,Box
-3.1398820157266436,-0.0059663116605959245,-1.7266373629725391,0.0,0.0,0.0,0.13678405974659472,0.8894472361809045,0.4360891365872238,0.4,1,Box
3.1392603492598736,-0.004632153255422973,1.9692999469226753,0.0,0.0,0.0,0.2329008896986813,-0.5577889447236182,0.7966358444871002,0.4,1,Box
3.137638440160454,-0.005933577069470369,-0.9907330393388378,0.0,0.0,0.0,-0.5148054148348975,0.7788944723618089,0.3581881988297329,0.40000000000000013,0,Box
-3.140568898528915,-0.0013065180031396392,-2.184554883424794,0.0,0.0,0.0,0.5154374343379938,0.4170854271356784,0.7485746440764041,0.4,1,Box
-3.141512088211806,-0.0060664888183930765,1.4950406761723407,0.0,0.0,0.0,-0.05056080027208126,-0.6381909547738693,0.7682160573176428,0.4,1,Box
-3.138307386392157,-0.006503007024282251,1.0939252512601507,0.0,0.0,0.0,-0.4168912526733949,-0.798994974874372,0.4333690270080565,0.39999999999999997,0,Box
-3.139765273476549,-0.006409652712826726,1.2017157869204813,0.0,0.0,0.0,-0.28094493213142235,-0.7185929648241205,0.6361557167981364,0.4,1,Box
3.1396968086588273,-0.003409381254559771,-0.9388217125920552,0.0,0.0,0.0,-0.28454276989120963,0.3869346733668342,0.8771071602997774,0.4000000000000001,1,Box
3.1389343029758185,-0.0023859844373359143,-0.5646100515134448,0.0,0.0,0.0,-0.6933253165130765,0.4371859296482412,0.5728599029428098,0.4,1,Box
3.1381117412196975,-0.0035903768144643715,2.309633708420752,0.0,0.0,0.0,0.19566898777539316,-0.2160804020100502,0.9565682971383319,0.4000000000000001,1,Box
3.1379277637817604,-0.004643770605432217,-0.9008460024734277,0.0,0.0,0.0,-0.5170748176524634,0.6482412060301508,0.558942726720947,0.4,0,Box
3.138145443179432,-0.0030601346147065083,-0.6622206597046875,0.0,0.0,0.0,-0.732335943615707,0.5678391959798995,0.3758227151163077,0.4,0,Box
3.1415424378040377,-0.000964265364870399,-0.0165985837990863,0.0,0.0,0.0,-0.9117363756507583,0.015075376884422067,0.4104991039296092,0.4,1,Box
3.1410784783516688,-0.0006634764272759077,-0.1956191202956725,0.0,0.0,0.0,-0.22875515924871984,0.04522613065326629,0.9724328636071625,0.4000000000000001,1,Box
-3.1400822651809883,-0.0024646971968646696,-2.157460152940449,0.0,0.0,0.0,0.5227936958057621,0.6281407035175879,0.5763037464828613,0.4,1,Box
-3.1383293626001922,-0.004272700862098276,0.8911974614713607,0.0,0.0,0.0,-0.478048095991364,-0.5879396984924623,0.6525311707923417,0.4,1,Box
